,date,speed,engine_load,throttle,heading,roll,pitch,sys,gyro,accel,mag,magx,magy,magz,gyrx,gyry,gyrz,linaccx,linaccy,linaxxz,time,time_diff
131,1517153272.24,64.0,0.14901960784313725,0.25098039215686274,351.9375,-9.875,22.25,0,0,0,0.0,-9.875,-77.0,-44.0,-0.036666666666699994,0.0033333333333300003,-0.02,-0.16,-0.11,0.08,470.710000038147,4.6600000858306885
132,1517153276.87,62.0,0.1411764705882353,0.1411764705882353,351.125,-11.0625,21.25,0,0,0,0.0,-7.75,-73.875,-43.25,-0.013333333333299998,0.0388888888889,0.00666666666667,-0.3,-0.45,-0.03,475.3399999141693,4.629999876022339
133,1517153281.55,52.0,0.14901960784313725,0.14901960784313725,350.0625,-14.25,19.8125,0,0,0,0.0,-9.6875,-75.1875,-43.0625,0.012222222222200001,0.005555555555560001,0.00666666666667,-0.5,-0.1,0.59,480.0199999809265,4.680000066757202
134,1517153286.21,36.0,0.23921568627450981,0.14901960784313725,348.875,-15.9375,20.1875,0,0,0,0.0,-11.5,-75.5,-42.0625,-0.03,0.004444444444439999,-0.00666666666667,-0.19,-0.04,0.13,484.6800000667572,4.6600000858306885
135,1517153290.87,18.0,0.3058823529411765,0.14901960784313725,348.875,-16.5625,20.0,0,0,0,0.0,-11.5,-75.5,-42.0625,-0.0033333333333300003,-0.00666666666667,-0.0011111111111099998,0.0,0.17,0.14,489.3399999141693,4.659999847412109
136,1517153295.53,8.0,0.5019607843137255,0.21568627450980393,349.5,-11.0625,18.5625,0,0,0,0.0,-10.5,-73.5625,-44.25,0.0288888888889,0.004444444444439999,0.004444444444439999,0.36,0.48,0.35,494.0,4.6600000858306885
137,1517153300.21,32.0,0.8705882352941177,0.33725490196078434,351.3125,-0.4375,18.4375,0,0,0,0.0,-12.0625,-73.875,-42.875,0.0033333333333300003,-0.005555555555560001,0.01,-0.6,-0.08,-0.35,498.6800000667572,4.680000066757202
138,1517153304.87,53.0,0.34509803921568627,0.2823529411764706,350.6875,-2.75,18.1875,0,0,0,0.0,-9.375,-71.75,-42.25,-0.005555555555560001,-0.011111111111099999,0.0022222222222199996,-0.16,0.25,-0.16,503.3399999141693,4.659999847412109
139,1517153309.51,62.0,0.3176470588235294,0.24313725490196078,350.5,-5.6875,17.8125,0,0,0,0.0,-10.0,-71.875,-43.75,0.05333333333330001,0.005555555555560001,0.012222222222200001,-0.35,0.31,-0.16,507.9800000190735,4.640000104904175
140,1517153314.18,63.0,0.3137254901960784,0.22745098039215686,349.375,-10.125,19.4375,0,0,0,0.0,-9.5,-71.0,-44.25,-0.0988888888889,0.00666666666667,-0.0211111111111,-0.28,-0.71,0.48,512.6500000953674,4.670000076293945
141,1517153318.85,67.0,0.7137254901960784,0.1411764705882353,349.75,-9.9375,20.5625,0,0,0,0.0,-9.0,-69.875,-44.75,-0.103333333333,0.0588888888889,0.00777777777778,0.47,-0.34,-1.21,517.3199999332428,4.669999837875366
142,1517153323.52,66.0,0.2196078431372549,0.18823529411764706,348.75,-11.1875,21.0,0,0,0,0.0,-7.0625,-71.0,-45.875,0.0811111111111,0.00777777777778,0.0311111111111,0.3,0.96,0.23,521.9900000095367,4.670000076293945
143,1517153328.14,68.0,0.7254901960784313,0.16470588235294117,348.25,-11.3125,21.6875,0,0,0,0.0,-11.375,-77.0,-37.25,-0.026666666666700003,0.00666666666667,-0.0144444444444,0.19,0.03,-0.43,526.6100001335144,4.620000123977661
144,1517153332.8,70.0,0.5411764705882353,0.1450980392156863,348.8125,-11.5,22.4375,0,0,0,0.0,-9.875,-74.5625,-38.5,0.0355555555556,-0.024444444444400002,-0.0011111111111099998,-0.43,-0.35,1.11,531.2699999809265,4.659999847412109
145,1517153337.47,70.0,0.12549019607843137,0.1450980392156863,348.25,-11.1875,22.9375,0,0,0,0.0,-10.5,-75.0,-38.375,-0.07111111111110001,0.026666666666700003,-0.0155555555556,-0.45,0.69,0.54,535.9400000572205,4.670000076293945
146,1517153342.14,67.0,0.13333333333333333,0.23921568627450981,348.0625,-10.875,23.125,0,0,0,0.0,-12.5625,-74.5,-38.875,-0.06,-0.0144444444444,-0.025555555555599997,0.04,-0.45,-0.18,540.6100001335144,4.670000076293945
147,1517153346.8,66.0,0.5372549019607843,0.1450980392156863,348.3125,-10.0,22.0625,0,0,0,0.0,-11.0625,-73.5625,-39.375,0.105555555556,0.0655555555556,0.0477777777778,-0.34,0.25,-0.11,545.2699999809265,4.659999847412109
