,date,speed,engine_load,throttle,heading,roll,pitch,sys,gyro,accel,mag,magx,magy,magz,gyrx,gyry,gyrz,linaccx,linaccy,linaxxz,time,time_diff
19,1517152751.04,66.0,0.16470588235294117,0.14901960784313725,67.875,2.375,1.125,0.0,0.0,1.0,0.0,-25.6875,27.1875,-23.1875,-0.0333333333333,0.0877777777778,0.024444444444400002,2.37,-0.3,0.81,88.46000003814697,4.680000066757202
20,1517152755.73,37.0,0.12549019607843137,0.1411764705882353,66.875,6.625,2.5625,0.0,0.0,1.0,0.0,-28.5,21.25,-22.0,-0.004444444444439999,-0.011111111111099999,-0.008888888888889999,0.76,0.09,-0.01,93.15000009536743,4.690000057220459
21,1517152760.36,16.0,0.30980392156862746,0.14901960784313725,67.875,14.9375,3.8125,0.0,0.0,1.0,0.0,-26.1875,25.5625,-22.25,-0.0011111111111099998,-0.0033333333333300003,-0.008888888888889999,-0.86,0.31,-0.33,97.77999997138977,4.629999876022339
30,1517152802.24,27.0,0.807843137254902,0.2901960784313726,69.625,-5.625,-0.125,0.0,0.0,1.0,0.0,-23.75,14.0,-19.375,-0.00666666666667,-0.04666666666669999,0.00666666666667,0.8,0.09,0.51,139.6600000858307,41.88000011444092
31,1517152806.88,54.0,0.6980392156862745,0.24705882352941178,67.625,-5.625,-0.4375,2.0,0.0,1.0,0.0,-23.875,16.0,-19.875,-0.0488888888889,0.023333333333299996,-0.005555555555560001,1.12,-0.56,-0.8,144.30000019073486,4.640000104904175
32,1517152811.55,63.0,0.12549019607843137,0.1450980392156863,68.375,-4.1875,3.0,1.0,0.0,1.0,0.0,-24.0625,15.875,-20.75,-0.00666666666667,-0.00666666666667,0.012222222222200001,1.22,0.21,-0.07,148.97000002861023,4.669999837875366
33,1517152816.15,55.0,0.1450980392156863,0.1450980392156863,69.4375,4.0625,4.9375,0.0,0.0,1.0,0.0,-22.25,14.5625,-18.6875,0.05,0.036666666666699994,-0.044444444444399996,-0.35,0.8,0.62,153.57000017166138,4.6000001430511475
34,1517152820.81,45.0,0.16862745098039217,0.1450980392156863,74.3125,5.9375,4.8125,0.0,0.0,1.0,0.0,-20.25,12.75,-21.25,-0.026666666666700003,-0.0211111111111,0.0211111111111,0.39,0.19,-0.19,158.2300000190735,4.659999847412109
35,1517152825.47,24.0,0.2549019607843137,0.1450980392156863,71.125,10.3125,5.8125,1.0,0.0,1.0,0.0,-22.5,12.5625,-20.1875,-0.005555555555560001,-0.004444444444439999,0.0022222222222199996,0.72,0.1,0.12,162.89000010490417,4.6600000858306885
42,1517152857.98,7.0,0.6235294117647059,0.24313725490196078,71.6875,-3.6875,2.5625,1.0,0.0,1.0,0.0,-28.0,15.875,-21.1875,-0.0155555555556,-0.011111111111099999,-0.004444444444439999,-0.27,0.28,-0.22,195.40000009536743,32.50999999046326
43,1517152862.64,36.0,0.6274509803921569,0.25882352941176473,71.625,-3.375,2.375,1.0,0.0,1.0,0.0,-26.6875,17.5,-21.6875,0.0,0.025555555555599997,-0.0166666666667,0.15,0.77,0.81,200.06000018119812,4.6600000858306885
44,1517152867.28,53.0,0.6235294117647059,0.24705882352941178,72.25,-2.5,2.625,1.0,0.0,1.0,0.0,-27.1875,17.25,-20.375,-0.0844444444444,0.0188888888889,0.024444444444400002,0.58,-0.06,-0.03,204.70000004768372,4.639999866485596
45,1517152871.94,64.0,0.5568627450980392,0.1843137254901961,71.6875,0.125,3.0,1.0,0.0,1.0,0.0,-26.875,15.5625,-19.5625,-0.05333333333330001,-0.025555555555599997,0.0177777777778,0.66,-0.71,0.31,209.3600001335144,4.6600000858306885
46,1517152876.59,67.0,0.5372549019607843,0.21176470588235294,72.25,1.8125,4.1875,1.0,0.0,1.0,0.0,-27.375,16.75,-19.75,0.032222222222199996,-0.011111111111099999,0.013333333333299998,0.07,-0.6,-0.42,214.00999999046326,4.6499998569488525
47,1517152881.24,70.0,0.5568627450980392,0.20392156862745098,66.125,2.5625,4.8125,2.0,0.0,1.0,0.0,-27.5,17.875,-22.0625,-0.0177777777778,-0.0544444444444,0.0377777777778,0.74,-0.42,-2.35,218.6600000858307,4.650000095367432
48,1517152885.87,72.0,0.7019607843137254,0.2196078431372549,65.1875,2.5,4.375,0.0,0.0,1.0,0.0,-28.5,12.75,-21.5625,0.181111111111,-0.06888888888889999,-0.005555555555560001,0.6,0.12,-1.76,223.28999996185303,4.629999876022339
49,1517152890.52,74.0,0.7137254901960784,0.20784313725490197,67.1875,2.6875,4.9375,3.0,0.0,1.0,0.0,-29.875,10.875,-22.75,-0.013333333333299998,-0.023333333333299996,0.012222222222200001,0.92,-0.66,-0.91,227.94000005722046,4.650000095367432
50,1517152895.2,72.0,0.5411764705882353,0.23529411764705882,66.6875,3.3125,4.375,3.0,0.0,1.0,0.0,-28.5,11.5,-22.25,-0.04666666666669999,0.022222222222199998,0.0377777777778,0.18,-0.32,0.24,232.62000012397766,4.680000066757202
51,1517152899.85,73.0,0.7568627450980392,0.2549019607843137,65.75,2.5625,6.0625,3.0,0.0,1.0,0.0,-27.0625,11.0625,-22.25,0.012222222222200001,-0.0188888888889,-0.004444444444439999,0.19,0.5,-0.79,237.2699999809265,4.6499998569488525
52,1517152904.53,71.0,0.7607843137254902,0.26666666666666666,63.125,3.0,6.125,2.0,0.0,1.0,0.0,-28.5,19.25,-18.75,0.00666666666667,-0.0422222222222,-0.0211111111111,0.48,0.74,-1.32,241.95000004768372,4.680000066757202
53,1517152909.2,70.0,0.12549019607843137,0.1450980392156863,63.75,7.4375,4.5625,2.0,0.0,1.0,0.0,-29.5,17.5,-15.875,0.005555555555560001,0.0211111111111,-0.0277777777778,-0.36,0.25,0.09,246.62000012397766,4.670000076293945
54,1517152913.84,59.0,0.14901960784313725,0.1411764705882353,65.3125,11.3125,4.875,2.0,0.0,1.0,0.0,-30.6875,17.375,-16.5,-0.023333333333299996,-0.00777777777778,-0.06666666666669999,-0.14,0.66,-0.16,251.25999999046326,4.639999866485596
55,1517152918.51,45.0,0.16470588235294117,0.1450980392156863,73.1875,13.1875,4.6875,0.0,0.0,1.0,0.0,-26.75,13.0,-18.375,0.0033333333333300003,-0.012222222222200001,-0.0033333333333300003,0.23,-0.38,0.08,255.9300000667572,4.670000076293945
56,1517152923.16,24.0,0.2235294117647059,0.1411764705882353,73.4375,15.6875,7.4375,1.0,0.0,1.0,0.0,-26.6875,15.5,-18.75,0.00666666666667,0.0022222222222199996,-0.004444444444439999,0.45,0.16,0.01,260.58000016212463,4.650000095367432
58,1517152932.46,6.0,0.592156862745098,0.22745098039215686,73.125,4.375,4.8125,1.0,0.0,0.0,0.0,-27.0625,15.75,-20.0,-0.008888888888889999,0.011111111111099999,0.0155555555556,0.76,-0.48,-0.13,269.8800001144409,9.299999952316284
59,1517152937.1,29.0,0.23137254901960785,0.21568627450980393,72.4375,-2.125,2.875,1.0,0.0,0.0,0.0,-26.75,16.375,-22.375,0.0177777777778,0.032222222222199996,-0.0455555555556,0.96,0.41,-0.2,274.5199999809265,4.639999866485596
60,1517152941.75,39.0,0.3686274509803922,0.18823529411764706,76.3125,1.3125,3.3125,0.0,0.0,0.0,0.0,-26.1875,14.5625,-20.6875,0.0288888888889,-0.004444444444439999,0.0166666666667,0.29,0.08,-0.17,279.17000007629395,4.650000095367432
61,1517152946.43,49.0,0.6392156862745098,0.18823529411764706,72.875,2.6875,4.5625,1.0,0.0,0.0,0.0,-25.1875,14.25,-20.25,0.06444444444439999,0.0344444444444,-0.004444444444439999,0.35,-0.07,0.99,283.85000014305115,4.680000066757202
62,1517152951.1,58.0,0.1607843137254902,0.16862745098039217,72.625,3.375,4.9375,1.0,0.0,0.0,0.0,-28.0,14.1875,-20.1875,0.0211111111111,-0.008888888888889999,-0.0155555555556,0.08,0.55,-0.56,288.5199999809265,4.669999837875366
63,1517152955.76,63.0,0.47843137254901963,0.19607843137254902,73.0,4.75,5.125,1.0,0.0,0.0,0.0,-27.25,14.6875,-21.25,0.0355555555556,0.025555555555599997,0.012222222222200001,0.35,-1.58,0.49,293.1800000667572,4.6600000858306885
64,1517152960.42,65.0,0.3058823529411765,0.16470588235294117,75.625,4.1875,5.4375,0.0,0.0,0.0,0.0,-24.25,13.875,-22.5,-0.0288888888889,0.0277777777778,-0.0344444444444,0.12,0.78,-0.64,297.8400001525879,4.6600000858306885
65,1517152965.07,65.0,0.5294117647058824,0.17647058823529413,79.3125,3.125,6.375,0.0,0.0,0.0,0.0,-21.0625,16.75,-18.25,0.03,0.0011111111111099998,-0.163333333333,0.84,3.12,0.73,302.49000000953674,4.6499998569488525
66,1517152969.72,66.0,0.5607843137254902,0.21568627450980393,105.4375,4.1875,5.75,0.0,0.0,0.0,0.0,-2.5,2.5625,-24.375,-0.024444444444400002,0.0344444444444,-0.163333333333,0.51,3.14,0.7,307.1400001049042,4.650000095367432
67,1517152974.38,70.0,0.8,0.30980392156862746,148.25,4.1875,6.6875,0.0,0.0,0.0,0.0,5.75,2.6875,-26.0625,0.02,-0.00666666666667,-0.0333333333333,-0.3,0.51,-0.23,311.80000019073486,4.6600000858306885
68,1517152979.01,80.0,0.6666666666666666,0.26666666666666666,164.8125,3.75,4.4375,0.0,0.0,0.0,0.0,5.0,5.375,-21.875,0.011111111111099999,0.04,-0.0188888888889,0.05,0.3,-0.15,316.4300000667572,4.629999876022339
69,1517152983.67,85.0,0.8941176470588236,0.43137254901960786,168.75,3.4375,4.625,0.0,0.0,0.0,0.0,9.75,3.1875,-27.75,-0.023333333333299996,-0.0288888888889,-0.0022222222222199996,-0.18,-0.45,-1.13,321.0900001525879,4.6600000858306885
70,1517152988.35,98.0,0.8980392156862745,0.42745098039215684,171.25,3.125,4.875,0.0,0.0,0.0,0.0,9.75,6.5,-28.1875,-0.07,0.04333333333330001,0.013333333333299998,-0.32,-1.15,0.73,325.7699999809265,4.679999828338623
71,1517152992.98,109.0,0.12549019607843137,0.14901960784313725,172.4375,3.375,4.75,0.0,0.0,0.0,0.0,8.6875,4.6875,-25.1875,0.04,0.00777777777778,0.0022222222222199996,0.86,-0.28,1.33,330.40000009536743,4.630000114440918
72,1517152997.64,99.0,0.6470588235294118,0.24705882352941178,171.6875,4.0,5.5625,0.0,0.0,0.0,0.0,9.375,5.0,-26.375,0.0522222222222,0.00777777777778,-0.0344444444444,-0.09,1.14,0.49,335.0600001811981,4.6600000858306885
73,1517153002.32,101.0,0.403921568627451,0.23529411764705882,172.9375,4.0625,6.0,0.0,0.0,0.0,0.0,9.6875,6.0625,-26.1875,-0.0377777777778,0.0155555555556,-0.008888888888889999,-0.25,0.07,-0.87,339.74000000953674,4.679999828338623
74,1517153006.99,100.0,0.5882352941176471,0.23137254901960785,173.25,4.375,6.5,0.0,0.0,0.0,0.0,9.25,5.75,-26.25,0.04,0.0311111111111,0.00666666666667,-0.27,0.15,-0.13,344.4100000858307,4.670000076293945
75,1517153011.63,100.0,0.6980392156862745,0.2627450980392157,171.9375,4.5625,6.4375,0.0,0.0,0.0,0.0,8.1875,1.0,-27.875,-0.0311111111111,0.004444444444439999,0.0344444444444,0.02,-0.93,-1.45,349.05000019073486,4.640000104904175
76,1517153016.27,102.0,0.796078431372549,0.2784313725490196,166.3125,5.3125,2.9375,0.0,0.0,0.0,0.0,6.0625,-1.0,-26.0,0.0422222222222,0.0011111111111099998,-0.012222222222200001,-0.87,-1.14,1.95,353.69000005722046,4.639999866485596
77,1517153020.94,106.0,0.7450980392156863,0.2823529411764706,154.0,4.8125,3.375,0.0,0.0,0.0,0.0,2.5625,-4.875,-25.75,0.0511111111111,-0.0911111111111,0.0633333333333,-0.26,-1.22,-3.06,358.3600001335144,4.670000076293945
78,1517153025.59,108.0,0.6431372549019608,0.1607843137254902,140.1875,5.5625,4.4375,0.0,0.0,0.0,0.0,-22.5625,14.75,-16.5,-0.05,0.0177777777778,0.06,0.05,-1.68,0.29,363.00999999046326,4.6499998569488525
79,1517153030.27,106.0,0.796078431372549,0.17647058823529413,127.25,5.6875,5.375,0.0,0.0,0.0,0.0,-25.0,9.0,-16.1875,-0.004444444444439999,0.0022222222222199996,0.0844444444444,0.13,-1.72,-0.05,367.69000005722046,4.680000066757202
80,1517153034.92,107.0,0.2196078431372549,0.2901960784313726,113.625,6.3125,4.8125,0.0,0.0,0.0,0.0,-25.0625,6.0625,-17.0625,-0.036666666666699994,-0.0555555555556,0.07333333333330001,0.02,-0.9,0.51,372.3400001525879,4.650000095367432
81,1517153039.57,112.0,0.11764705882352941,0.1568627450980392,100.6875,6.5,4.4375,0.0,0.0,0.0,0.0,-27.375,4.0625,-17.6875,0.05666666666669999,-0.004444444444439999,0.0022222222222199996,0.91,0.08,0.45,376.99000000953674,4.6499998569488525
82,1517153044.21,104.0,0.10980392156862745,0.15294117647058825,95.0625,6.3125,7.0,1.0,0.0,0.0,0.0,-27.0625,4.1875,-15.75,0.06,-0.0388888888889,-0.0144444444444,-0.24,0.61,0.95,381.6300001144409,4.640000104904175
83,1517153048.85,97.0,0.13333333333333333,0.17647058823529413,94.875,6.6875,6.375,0.0,0.0,0.0,0.0,-27.1875,5.375,-18.5,-0.04666666666669999,0.004444444444439999,-0.0022222222222199996,0.13,0.89,0.71,386.2699999809265,4.639999866485596
84,1517153053.5,96.0,0.4745098039215686,0.20392156862745098,95.5,5.75,7.0,0.0,0.0,0.0,0.0,-26.5625,5.1875,-17.5625,-0.0511111111111,0.012222222222200001,-0.025555555555599997,-0.13,0.29,-1.05,390.92000007629395,4.650000095367432
85,1517153058.18,97.0,0.6039215686274509,0.24705882352941178,99.9375,5.6875,9.8125,0.0,0.0,0.0,0.0,-21.5625,7.0,-20.0,-0.0033333333333300003,0.0188888888889,-0.0377777777778,-0.29,0.78,0.68,395.60000014305115,4.680000066757202
86,1517153062.85,99.0,0.6666666666666666,0.17647058823529413,112.4375,5.8125,6.3125,0.0,0.0,0.0,0.0,-16.5,4.75,-21.75,0.0144444444444,-0.0211111111111,-0.0455555555556,0.34,1.5,-1.43,400.2699999809265,4.669999837875366
87,1517153067.53,97.0,0.35294117647058826,0.15294117647058825,125.9375,6.6875,7.5,0.0,0.0,0.0,0.0,-12.0625,5.5625,-21.6875,-0.02,0.022222222222199998,-0.0477777777778,0.04,1.43,-0.81,404.9500000476837,4.680000066757202
88,1517153072.18,94.0,0.16470588235294117,0.2235294117647059,138.8125,7.75,6.4375,0.0,0.0,0.0,0.0,-8.5,5.5625,-22.6875,-0.0544444444444,0.0,-0.0488888888889,0.15,0.4,-0.23,409.60000014305115,4.650000095367432
89,1517153076.81,96.0,0.2627450980392157,0.15294117647058825,151.125,7.25,4.125,0.0,0.0,0.0,0.0,-3.75,7.375,-22.375,-0.012222222222200001,0.011111111111099999,-0.044444444444399996,0.87,0.12,0.05,414.2300000190735,4.629999876022339
90,1517153081.47,93.0,0.47058823529411764,0.20392156862745098,163.3125,6.25,4.875,0.0,0.0,0.0,0.0,-0.5625,9.5625,-24.375,0.0277777777778,-0.0177777777778,-0.05,0.16,0.25,0.63,418.8900001049042,4.6600000858306885
91,1517153086.14,92.0,0.6784313725490196,0.23137254901960785,174.4375,5.75,2.0,0.0,0.0,0.0,0.0,-14.0625,22.6875,-18.875,-0.036666666666699994,-0.0011111111111099998,0.0177777777778,-0.12,-0.89,0.55,423.5600001811981,4.670000076293945
92,1517153090.78,94.0,0.5803921568627451,0.2235294117647059,176.25,6.0,0.6875,0.0,0.0,0.0,0.0,-14.25,22.6875,-20.25,0.0755555555556,-0.0311111111111,-0.025555555555599997,-0.56,0.4,-1.01,428.2000000476837,4.639999866485596
93,1517153095.42,95.0,0.5372549019607843,0.2196078431372549,176.375,6.25,2.0625,0.0,0.0,0.0,0.0,3.5625,20.25,-21.375,0.06888888888889999,-0.013333333333299998,-0.0455555555556,-0.27,0.32,-0.39,432.8400001525879,4.640000104904175
94,1517153100.08,96.0,0.7607843137254902,0.23921568627450981,176.0625,7.0,2.625,0.0,0.0,0.0,0.0,-15.5,25.6875,-20.25,-0.0988888888889,-0.023333333333299996,-0.0155555555556,-0.01,-0.46,-2.41,437.5,4.659999847412109
95,1517153104.7,99.0,0.596078431372549,0.1803921568627451,176.8125,7.1875,2.875,0.0,0.0,0.0,0.0,-15.375,24.0625,-19.5,0.0011111111111099998,0.036666666666699994,-0.0155555555556,-0.35,0.58,0.96,442.12000012397766,4.620000123977661
96,1517153109.36,100.0,0.3803921568627451,0.21176470588235294,176.6875,7.375,3.5625,0.0,0.0,0.0,0.0,-15.5625,26.0,-20.1875,-0.0755555555556,-0.008888888888889999,0.012222222222200001,0.68,-0.33,-0.27,446.77999997138977,4.659999847412109
97,1517153114.03,101.0,0.8235294117647058,0.3254901960784314,181.4375,6.75,7.125,0.0,0.0,0.0,0.0,-11.5,27.25,-22.6875,0.0144444444444,-0.0188888888889,-0.0888888888889,-0.31,2.42,-1.15,451.4500000476837,4.670000076293945
98,1517153118.69,106.0,0.13333333333333333,0.24705882352941178,193.75,6.4375,8.125,0.0,0.0,0.0,0.0,-8.25,27.75,-21.25,-0.032222222222199996,-0.044444444444399996,0.0011111111111099998,-0.14,-0.19,-1.34,456.1100001335144,4.6600000858306885
99,1517153123.31,102.0,0.7843137254901961,0.23529411764705882,202.125,7.4375,5.125,0.0,0.0,0.0,0.0,-10.1875,24.75,-24.0,0.024444444444400002,0.0177777777778,-0.0188888888889,0.18,-0.1,0.87,460.7300000190735,4.619999885559082
100,1517153127.99,102.0,0.5647058823529412,0.16470588235294117,202.4375,7.5,4.25,0.0,0.0,0.0,0.0,-9.0625,27.0,-25.375,-0.0277777777778,0.044444444444399996,-0.00666666666667,-0.74,0.16,0.97,465.4100000858307,4.680000066757202
101,1517153132.63,104.0,0.6470588235294118,0.21176470588235294,204.3125,7.375,4.5,0.0,0.0,0.0,0.0,-9.0,25.1875,-23.5,-0.0033333333333300003,-0.008888888888889999,0.05333333333330001,-0.08,-1.58,-1.06,470.05000019073486,4.640000104904175
102,1517153137.27,101.0,0.33725490196078434,0.24705882352941178,194.125,7.125,4.0,0.0,0.0,0.0,0.0,-5.1875,17.5625,-24.5625,-0.013333333333299998,0.005555555555560001,0.05333333333330001,-0.34,-1.33,0.48,474.69000005722046,4.639999866485596
103,1517153141.94,99.0,0.7764705882352941,0.2823529411764706,181.5625,5.875,6.4375,0.0,0.0,0.0,0.0,-5.6875,12.0,-24.75,0.141111111111,-0.0277777777778,0.0311111111111,-0.17,1.71,-0.86,479.3600001335144,4.670000076293945
104,1517153146.59,99.0,0.1803921568627451,0.15294117647058825,169.5625,4.6875,7.375,0.0,0.0,0.0,0.0,-15.1875,19.0,-20.6875,-0.0355555555556,0.01,0.0355555555556,0.67,-0.14,-0.27,484.00999999046326,4.6499998569488525
105,1517153151.24,94.0,0.7254901960784313,0.27058823529411763,161.5625,5.0625,7.5,0.0,0.0,0.0,0.0,-13.1875,18.6875,-19.875,-0.0422222222222,0.0022222222222199996,0.01,-0.07,-0.05,0.03,488.6600000858307,4.650000095367432
106,1517153155.9,96.0,0.8666666666666667,0.2980392156862745,161.75,5.8125,6.1875,0.0,0.0,0.0,0.0,-21.0,15.0,-3.6875,0.0022222222222199996,-0.0544444444444,-0.0211111111111,-0.27,0.15,-0.9,493.3200001716614,4.6600000858306885
107,1517153160.54,103.0,0.9098039215686274,0.4,162.3125,6.3125,6.25,0.0,0.0,0.0,0.0,-11.375,18.5,-20.5,-0.0211111111111,0.01,-0.004444444444439999,-0.48,0.65,-0.22,497.960000038147,4.639999866485596
108,1517153165.16,108.0,0.10980392156862745,0.14901960784313725,163.125,6.375,8.8125,0.0,0.0,0.0,0.0,-11.0,18.0,-21.1875,0.023333333333299996,0.0033333333333300003,-0.013333333333299998,0.38,0.44,-0.17,502.58000016212463,4.620000123977661
109,1517153169.83,101.0,0.12549019607843137,0.19607843137254902,163.0,7.3125,8.3125,0.0,0.0,0.0,0.0,-9.5,20.5,-21.75,0.0488888888889,-0.0288888888889,-0.05333333333330001,-0.2,1.41,-1.07,507.25,4.669999837875366
110,1517153174.49,100.0,0.19215686274509805,0.2235294117647059,170.4375,7.9375,6.3125,0.0,0.0,0.0,0.0,-8.6875,18.375,-21.6875,0.013333333333299998,0.0177777777778,0.0177777777778,-0.56,-0.32,-1.17,511.9100000858307,4.6600000858306885
111,1517153179.12,100.0,0.4588235294117647,0.24705882352941178,171.0,8.3125,4.3125,0.0,0.0,0.0,0.0,-8.75,14.6875,-22.75,-0.0288888888889,-0.005555555555560001,0.023333333333299996,-0.07,0.05,-0.78,516.539999961853,4.629999876022339
112,1517153183.76,99.0,0.10980392156862745,0.15294117647058825,167.25,7.6875,5.5,0.0,0.0,0.0,0.0,-10.5625,14.5,-22.875,0.023333333333299996,0.004444444444439999,0.025555555555599997,0.28,-0.53,0.92,521.1800000667572,4.640000104904175
113,1517153188.43,94.0,0.5764705882352941,0.14901960784313725,163.6875,7.9375,5.5625,0.0,0.0,0.0,0.0,-9.875,14.0625,-23.875,-0.0588888888889,0.02,0.02,0.77,-0.17,-1.22,525.8500001430511,4.670000076293945
114,1517153193.09,89.0,0.9725490196078431,0.6549019607843137,160.125,7.5,6.125,0.0,0.0,0.0,0.0,-11.1875,13.5,-21.0,-0.0455555555556,0.008888888888889999,0.013333333333299998,-0.83,0.22,-0.51,530.5099999904633,4.659999847412109
115,1517153197.74,99.0,0.11764705882352941,0.17254901960784313,158.125,5.875,7.5625,0.0,0.0,0.0,0.0,-8.75,14.25,-21.1875,-0.121111111111,-0.0177777777778,0.0333333333333,0.98,-0.99,-1.64,535.1600000858307,4.650000095367432
116,1517153202.41,82.0,0.12549019607843137,0.1411764705882353,159.5,5.875,9.0625,0.0,0.0,0.0,0.0,-9.5,14.5625,-23.5625,0.044444444444399996,-0.011111111111099999,-0.0144444444444,0.56,1.08,-0.71,539.8300001621246,4.670000076293945
117,1517153207.06,77.0,0.43137254901960786,0.2,158.8125,7.625,7.375,0.0,0.0,0.0,0.0,-17.0625,22.0,-19.5,-0.025555555555599997,0.022222222222199998,-0.0333333333333,-0.3,0.78,-0.01,544.4800000190735,4.6499998569488525
118,1517153211.72,79.0,0.2549019607843137,0.15294117647058825,167.3125,6.4375,6.4375,0.0,0.0,0.0,0.0,-10.1875,22.6875,-21.875,0.008888888888889999,0.0,-0.06444444444439999,0.38,1.0,-0.31,549.1400001049042,4.6600000858306885
119,1517153216.39,79.0,0.44313725490196076,0.2,179.0625,6.3125,5.125,0.0,0.0,0.0,0.0,-6.25,22.6875,-20.375,-0.0622222222222,-0.04333333333330001,-0.044444444444399996,0.07,0.44,-1.02,553.8100001811981,4.670000076293945
120,1517153221.02,78.0,0.16470588235294117,0.1803921568627451,190.625,6.0625,5.25,0.0,0.0,0.0,0.0,-4.1875,23.75,-21.25,0.036666666666699994,-0.0333333333333,-0.0333333333333,-0.46,-0.09,-0.94,558.4400000572205,4.629999876022339
121,1517153225.68,79.0,0.5294117647058824,0.21568627450980393,198.8125,5.9375,3.9375,0.0,0.0,0.0,0.0,-3.25,24.1875,-25.75,0.01,0.023333333333299996,-0.0377777777778,-0.05,0.6,0.16,563.1000001430511,4.6600000858306885
