,date,speed,engine_load,throttle,heading,roll,pitch,sys,gyro,accel,mag,magx,magy,magz,gyrx,gyry,gyrz,linaccx,linaccy,linaxxz,time,time_diff
48,1517156486.83,6.0,0.3764705882352941,0.16470588235294117,72.375,-14.8125,3.125,0,3,0,0,-25.375,0.6875,-16.1875,0.004444444444439999,-0.005555555555560001,0.0022222222222199996,-0.13,-0.15,0.47,102.5,4.669999837875366
51,1517156500.77,13.0,0.3254901960784314,0.19215686274509805,73.375,-15.5,5.9375,0,3,0,0,-22.875,8.875,-18.25,-0.0488888888889,-0.0455555555556,0.324444444444,1.57,-0.51,0.64,116.44000005722046,13.940000057220459
52,1517156505.41,22.0,0.49411764705882355,0.2,18.875,-10.5,6.75,0,3,0,0,-48.875,-6.5,-13.0625,-0.0033333333333300003,0.0144444444444,0.0422222222222,-0.55,0.72,-0.18,121.08000016212463,4.640000104904175
53,1517156510.09,33.0,0.4470588235294118,0.21176470588235294,351.3125,-12.0625,8.0,0,3,0,0,-39.75,-4.0,-15.0,0.145555555556,-0.04333333333330001,-0.0033333333333300003,-3.79,1.0,4.22,125.75999999046326,4.679999828338623
54,1517156514.78,40.0,0.47058823529411764,0.1568627450980392,351.3125,-11.8125,7.6875,0,3,0,0,-40.1875,0.6875,-14.6875,0.13555555555600002,-0.131111111111,0.004444444444439999,1.88,-0.66,3.06,130.45000004768372,4.690000057220459
55,1517156519.44,35.0,0.22745098039215686,0.1607843137254902,351.25,-12.6875,7.125,0,3,0,0,-37.6875,-2.0,-15.0,0.0155555555556,0.0911111111111,-0.113333333333,-1.05,0.54,-0.58,135.1100001335144,4.6600000858306885
56,1517156524.1,23.0,0.4823529411764706,0.23529411764705882,9.9375,-17.9375,2.0,0,3,0,0,-26.6875,3.25,-11.875,0.0333333333333,-0.011111111111099999,-0.01,0.04,-0.6,-0.76,139.7699999809265,4.659999847412109
57,1517156528.73,35.0,0.5058823529411764,0.2235294117647059,62.375,-17.875,7.375,0,3,0,0,-26.0625,8.1875,-15.875,-0.012222222222200001,0.04333333333330001,0.00777777777778,-0.4,0.26,-0.43,144.40000009536743,4.630000114440918
58,1517156533.42,44.0,0.5647058823529412,0.21568627450980393,62.1875,-16.875,6.4375,0,3,0,0,-27.75,7.875,-19.6875,0.15888888888900002,-0.133333333333,0.02,3.47,-3.19,1.49,149.0900001525879,4.690000057220459
59,1517156538.07,49.0,0.5803921568627451,0.17647058823529413,61.625,-16.9375,6.125,0,3,0,0,-26.375,8.875,-13.5625,0.026666666666700003,-0.04333333333330001,0.005555555555560001,0.51,0.73,-0.88,153.74000000953674,4.6499998569488525
60,1517156542.73,50.0,0.16862745098039217,0.1450980392156863,62.125,-15.6875,5.3125,0,3,0,0,-26.1875,4.375,-17.0,-0.011111111111099999,0.0333333333333,0.0022222222222199996,-0.11,0.31,-0.06,158.40000009536743,4.6600000858306885
61,1517156547.36,45.0,0.13725490196078433,0.16470588235294117,62.3125,-15.625,3.6875,0,3,0,0,-31.6875,8.6875,-16.5,0.0155555555556,-0.0588888888889,0.0,0.75,0.64,-0.19,163.02999997138977,4.629999876022339
62,1517156552.0,39.0,0.14901960784313725,0.1607843137254902,62.8125,-15.0625,2.75,1,3,0,0,-31.6875,7.0625,-16.25,0.004444444444439999,-0.05333333333330001,-0.0588888888889,-0.1,0.32,-0.45,167.67000007629395,4.640000104904175
63,1517156556.67,34.0,0.24705882352941178,0.15294117647058825,74.25,-15.0625,3.0,1,3,0,0,-33.375,6.1875,-12.5,-0.012222222222200001,-0.0211111111111,0.0422222222222,0.19,0.94,-0.16,172.3400001525879,4.670000076293945
64,1517156561.32,23.0,0.2784313725490196,0.15294117647058825,69.6875,-13.0625,0.25,0,3,0,0,-31.375,8.5625,-14.75,-0.0544444444444,0.013333333333299998,0.00666666666667,0.23,0.33,-0.82,176.99000000953674,4.6499998569488525
65,1517156565.96,3.0,0.3176470588235294,0.14901960784313725,62.9375,-12.4375,-2.5625,0,3,0,0,-129.1875,-13.75,-29.0625,0.011111111111099999,-0.00666666666667,0.0011111111111099998,0.02,-0.26,0.13,181.63000011444092,4.640000104904175
75,1517156612.64,2.0,0.2901960784313726,0.1607843137254902,62.625,-14.5,3.0,0,3,0,0,-75.5625,-7.6875,-14.6875,-0.0033333333333300003,0.0011111111111099998,-0.00666666666667,0.09,0.04,-0.23,228.31000018119812,46.6800000667572
76,1517156617.3,6.0,0.3176470588235294,0.1843137254901961,62.6875,-14.3125,2.9375,0,3,0,0,-74.1875,-6.5625,-13.875,-0.0033333333333300003,-0.00777777777778,-0.00666666666667,-0.13,-0.3,0.28,232.97000002861023,4.659999847412109
77,1517156621.95,19.0,0.49411764705882355,0.1803921568627451,63.75,-14.75,8.125,0,3,0,0,-71.375,-8.5625,-9.6875,0.0155555555556,-0.044444444444399996,0.01,0.54,0.21,-0.37,237.62000012397766,4.650000095367432
78,1517156626.59,29.0,0.615686274509804,0.25098039215686274,63.5625,-15.3125,5.8125,0,3,0,0,-76.75,-4.5625,-20.1875,-0.0388888888889,0.00777777777778,-0.00777777777778,-0.22,0.86,0.15,242.25999999046326,4.639999866485596
79,1517156631.26,44.0,0.49019607843137253,0.17647058823529413,64.0,-14.6875,6.375,0,3,0,0,-67.75,-9.6875,-9.1875,0.0,-0.013333333333299998,0.0011111111111099998,0.41,0.52,-0.1,246.9300000667572,4.670000076293945
80,1517156635.91,40.0,0.6078431372549019,0.23529411764705882,63.6875,-14.375,5.0,0,3,0,0,-71.0625,-3.375,-10.375,0.0022222222222199996,0.05,-0.005555555555560001,-1.13,-0.71,-0.08,251.58000016212463,4.650000095367432
81,1517156640.58,44.0,0.7450980392156863,0.2196078431372549,65.0,-15.1875,6.0,0,3,0,0,-57.0,4.1875,-17.875,0.10111111111099999,0.0022222222222199996,0.0155555555556,0.24,-0.8,1.6,256.25,4.669999837875366
82,1517156645.23,49.0,0.5333333333333333,0.24313725490196078,69.125,-14.8125,4.25,0,3,0,0,-55.6875,13.0,-35.0625,-0.0333333333333,0.023333333333299996,-0.011111111111099999,-0.22,-0.38,0.04,260.90000009536743,4.650000095367432
83,1517156649.89,58.0,0.19607843137254902,0.1450980392156863,71.9375,-13.3125,3.375,0,3,0,0,-64.5625,0.375,-32.75,-0.02,-0.024444444444400002,-0.022222222222199998,0.09,0.39,0.52,265.5600001811981,4.6600000858306885
84,1517156654.54,53.0,0.16470588235294117,0.1568627450980392,76.125,-13.8125,1.25,0,3,0,0,-56.0,5.1875,-58.5,-0.0633333333333,-0.07333333333330001,-0.0344444444444,0.93,-0.41,-0.58,270.210000038147,4.6499998569488525
85,1517156659.17,51.0,0.44313725490196076,0.21176470588235294,77.75,-14.875,1.125,0,3,0,0,-66.5,-4.375,-33.875,0.005555555555560001,-0.0033333333333300003,-0.0333333333333,-0.17,-0.34,-0.03,274.8400001525879,4.630000114440918
86,1517156663.81,55.0,0.8117647058823529,0.3058823529411765,77.8125,-15.4375,1.3125,0,3,0,0,-62.0625,-2.0,-38.75,0.02,-0.0144444444444,-0.013333333333299998,-0.34,-0.69,0.26,279.4800000190735,4.639999866485596
87,1517156668.5,67.0,0.7803921568627451,0.2980392156862745,80.9375,-15.625,3.1875,0,3,0,0,-67.75,-10.375,-42.875,0.012222222222200001,-0.008888888888889999,-0.00777777777778,0.41,-0.29,-0.23,284.17000007629395,4.690000057220459
88,1517156673.14,79.0,0.7607843137254902,0.30980392156862746,81.6875,-15.625,3.5625,0,3,0,0,-31.5625,-35.25,-46.1875,-0.008888888888889999,0.0022222222222199996,0.0011111111111099998,0.61,-0.39,0.18,288.8100001811981,4.640000104904175
89,1517156677.78,88.0,0.7568627450980392,0.3176470588235294,82.1875,-15.5625,3.5,0,3,0,0,-65.5625,-6.6875,-51.0625,0.0311111111111,0.024444444444400002,0.0022222222222199996,0.08,-0.03,-1.13,293.4500000476837,4.639999866485596
90,1517156682.42,97.0,0.7607843137254902,0.30980392156862746,82.0625,-15.75,2.875,0,3,0,0,-83.5,-9.5,-17.5625,0.0844444444444,0.0611111111111,-0.005555555555560001,-1.69,-0.22,0.77,298.0900001525879,4.640000104904175
91,1517156687.06,98.0,0.12549019607843137,0.14901960784313725,81.8125,-15.6875,2.8125,0,3,0,0,-51.6875,-9.75,-9.375,-0.04,-0.0811111111111,-0.044444444444399996,-0.49,0.0,0.26,302.7300000190735,4.639999866485596
92,1517156691.7,93.0,0.7607843137254902,0.2823529411764706,84.8125,-14.6875,2.0,0,3,0,0,-64.0,-24.1875,-19.5625,-0.01,0.0355555555556,-0.0144444444444,-0.23,-0.37,-0.79,307.37000012397766,4.640000104904175
93,1517156696.38,95.0,0.13333333333333333,0.15294117647058825,82.1875,-14.8125,1.6875,0,3,0,0,-66.25,-9.0,-23.875,-0.004444444444439999,-0.008888888888889999,-0.0488888888889,-0.87,0.22,0.64,312.05000019073486,4.680000066757202
94,1517156701.04,87.0,0.5215686274509804,0.2627450980392157,88.75,-14.6875,0.75,0,3,0,0,-58.0,-32.5625,-0.375,0.0033333333333300003,0.0311111111111,-0.0355555555556,-0.88,0.31,-0.44,316.710000038147,4.659999847412109
95,1517156705.7,86.0,0.6392156862745098,0.26666666666666666,97.3125,-17.5,0.375,0,3,0,0,-42.6875,-29.875,-25.375,-0.0544444444444,0.0277777777778,-0.024444444444400002,0.7,-0.53,1.04,321.37000012397766,4.6600000858306885
96,1517156710.36,88.0,0.8196078431372549,0.27450980392156865,98.3125,-16.375,1.0,0,3,0,0,-46.75,-34.0625,-21.875,-0.0311111111111,-0.0155555555556,0.0011111111111099998,0.06,-0.68,0.59,326.02999997138977,4.659999847412109
97,1517156715.03,92.0,0.807843137254902,0.2235294117647059,96.625,-17.625,1.0625,0,3,0,0,-18.5625,-32.5,-48.5625,0.024444444444400002,-0.0166666666667,0.0288888888889,0.06,-0.32,0.06,330.7000000476837,4.670000076293945
98,1517156719.68,95.0,0.18823529411764706,0.3137254901960784,89.875,-15.0,1.375,0,3,0,0,-32.5625,-8.25,-30.875,-0.0166666666667,0.0655555555556,0.012222222222200001,-1.18,0.26,-0.67,335.35000014305115,4.650000095367432
99,1517156724.32,97.0,0.4588235294117647,0.14901960784313725,88.625,-12.6875,2.125,0,3,0,0,-34.375,-12.0625,-30.5,0.0211111111111,-0.02,0.008888888888889999,0.33,0.99,0.78,339.99000000953674,4.639999866485596
100,1517156728.97,89.0,0.5215686274509804,0.2901960784313726,86.9375,-12.25,0.6875,0,3,0,0,-34.5,-15.0625,-33.75,-0.026666666666700003,0.0022222222222199996,-0.0277777777778,-0.68,-0.63,-0.84,344.6400001049042,4.650000095367432
101,1517156733.63,93.0,0.5137254901960784,0.2627450980392157,89.0625,-13.0625,0.125,0,3,0,0,-40.1875,-26.875,-52.5,0.004444444444439999,0.0144444444444,-0.0211111111111,0.01,-0.37,-0.08,349.30000019073486,4.6600000858306885
102,1517156738.3,96.0,0.5058823529411764,0.20392156862745098,94.3125,-15.875,-0.375,0,3,0,0,-34.75,-26.0,-39.0625,-0.0022222222222199996,0.0333333333333,0.0177777777778,0.2,-0.01,0.72,353.97000002861023,4.669999837875366
103,1517156742.98,95.0,0.7803921568627451,0.24705882352941178,95.0625,-16.8125,-0.375,0,3,0,0,-36.75,-20.1875,-35.0625,-0.0022222222222199996,0.005555555555560001,0.041111111111099996,0.94,-0.08,0.07,358.65000009536743,4.680000066757202
104,1517156747.64,98.0,0.7019607843137254,0.2784313725490196,85.75,-14.4375,0.5,0,3,0,0,-65.0625,-9.75,-20.6875,-0.026666666666700003,0.0288888888889,0.0377777777778,0.83,-0.53,-0.62,363.3100001811981,4.6600000858306885
105,1517156752.28,99.0,0.25098039215686274,0.25098039215686274,76.4375,-13.1875,0.3125,0,3,0,0,-60.875,-6.375,-22.5625,0.0344444444444,-0.0955555555556,-0.004444444444439999,1.12,0.02,-0.73,367.9500000476837,4.639999866485596
106,1517156756.96,100.0,0.7019607843137254,0.23137254901960785,76.4375,-12.625,0.9375,0,3,0,0,-58.5,-9.25,-16.6875,-0.011111111111099999,-0.111111111111,-0.013333333333299998,1.47,-0.14,2.69,372.6300001144409,4.680000066757202
107,1517156761.62,101.0,0.45098039215686275,0.21176470588235294,76.4375,-12.5625,0.625,0,3,0,0,-64.0,-10.375,-28.75,0.0577777777778,-0.148888888889,0.0033333333333300003,4.12,0.25,-4.56,377.289999961853,4.659999847412109
108,1517156766.27,99.0,0.39215686274509803,0.25098039215686274,76.125,-12.5,0.9375,0,3,0,0,-60.0625,-10.75,-26.875,0.0344444444444,-0.022222222222199998,0.0033333333333300003,-0.31,-0.16,0.4,381.94000005722046,4.650000095367432
109,1517156770.91,98.0,0.3254901960784314,0.18823529411764706,76.0,-12.4375,0.6875,0,3,0,0,-71.1875,-9.75,-35.5,-0.012222222222200001,-0.0844444444444,0.0211111111111,1.38,-0.12,-0.86,386.58000016212463,4.640000104904175
110,1517156775.54,94.0,0.1450980392156863,0.17254901960784313,76.0625,-12.125,-0.8125,0,3,0,0,-70.6875,-6.25,-26.375,-0.00777777777778,-0.0033333333333300003,-0.005555555555560001,-0.83,0.32,-0.16,391.210000038147,4.629999876022339
111,1517156780.22,94.0,0.4666666666666667,0.18823529411764706,76.4375,-12.75,-2.0625,0,3,0,0,-67.75,-5.25,-28.0625,-0.0355555555556,0.02,-0.013333333333299998,-0.59,-0.03,-0.07,395.8900001049042,4.680000066757202
112,1517156784.9,97.0,0.5411764705882353,0.3058823529411765,75.75,-12.5625,-3.375,0,3,0,0,-66.6875,-4.25,-28.0625,0.00666666666667,0.041111111111099996,-0.00666666666667,-2.0,-0.3,-0.04,400.5700001716614,4.680000066757202
113,1517156789.57,103.0,0.803921568627451,0.17647058823529413,76.625,-12.3125,-3.5625,0,3,0,0,-68.25,-4.75,-29.375,0.0033333333333300003,0.0488888888889,0.02,-1.2,-0.09,0.95,405.24000000953674,4.669999837875366
114,1517156794.25,103.0,0.6941176470588235,0.3254901960784314,76.3125,-12.1875,-3.125,0,3,0,0,-66.25,-4.5,-29.5625,-0.0288888888889,-0.01,-0.0144444444444,-1.31,0.1,-0.02,409.92000007629395,4.680000066757202
115,1517156798.93,107.0,0.12941176470588237,0.2235294117647059,76.9375,-12.4375,-2.5,0,3,0,0,-67.5,-5.0625,-30.5,-0.0033333333333300003,-0.0011111111111099998,-0.0611111111111,-1.87,-0.04,0.6,414.60000014305115,4.680000066757202
116,1517156803.6,107.0,0.6392156862745098,0.24705882352941178,87.375,-11.3125,-2.3125,2,3,0,0,-58.0625,-7.75,-25.5,0.0455555555556,0.012222222222200001,-0.0777777777778,-2.13,0.31,-0.71,419.2699999809265,4.669999837875366
117,1517156808.26,110.0,0.7568627450980392,0.26666666666666666,103.875,-16.0625,-2.625,2,3,0,0,-72.75,-12.875,-18.875,-0.013333333333299998,0.01,-0.0455555555556,-0.55,-0.17,-1.48,423.9300000667572,4.6600000858306885
118,1517156812.9,113.0,0.6784313725490196,0.25882352941176473,116.25,-16.1875,-1.375,0,3,0,0,-66.0625,-16.875,-16.5625,0.026666666666700003,0.0277777777778,-0.0311111111111,0.06,0.75,-0.53,428.5700001716614,4.640000104904175
119,1517156817.57,111.0,0.10980392156862745,0.15294117647058825,127.625,-19.375,-1.875,0,3,0,0,-58.6875,-17.375,-16.25,0.004444444444439999,-0.03,0.0277777777778,2.66,0.51,-0.11,433.24000000953674,4.669999837875366
120,1517156822.25,100.0,0.10980392156862745,0.15294117647058825,126.5,-18.0625,-2.3125,0,3,0,0,-66.0,-12.75,-9.1875,0.025555555555599997,0.0388888888889,0.008888888888889999,0.9,-0.11,-1.91,437.92000007629395,4.680000066757202
121,1517156826.89,94.0,0.27450980392156865,0.23137254901960785,127.5,-18.3125,-3.0625,0,3,0,0,-59.25,-18.5,-15.6875,-0.023333333333299996,-0.008888888888889999,-0.00666666666667,0.51,0.13,0.68,442.5600001811981,4.640000104904175
122,1517156831.54,91.0,0.5254901960784314,0.24313725490196078,128.0625,-17.5,-3.4375,0,3,0,0,-59.75,-20.1875,-16.75,0.022222222222199998,0.0177777777778,-0.0022222222222199996,-0.23,-0.25,0.62,447.210000038147,4.6499998569488525
123,1517156836.19,95.0,0.7176470588235294,0.2,128.5,-16.8125,-3.375,0,3,0,0,-57.0,-17.5625,-15.5625,0.0333333333333,0.0211111111111,0.0011111111111099998,-0.05,0.1,-0.6,451.8600001335144,4.650000095367432
124,1517156840.84,100.0,0.6862745098039216,0.2980392156862745,128.3125,-17.1875,-3.75,0,3,0,0,-57.875,-19.0,-17.375,-0.005555555555560001,-0.0333333333333,0.022222222222199998,0.91,-0.86,-0.39,456.50999999046326,4.6499998569488525
125,1517156845.48,106.0,0.8509803921568627,0.17254901960784313,127.1875,-16.5625,-2.5625,0,3,0,0,-58.0,-18.25,-17.6875,-0.023333333333299996,-0.0011111111111099998,0.004444444444439999,-0.05,0.44,-0.41,461.15000009536743,4.640000104904175
126,1517156850.13,107.0,0.5607843137254902,0.15294117647058825,123.0,-15.5625,-2.5625,0,3,0,0,-55.875,-14.25,-17.25,0.0333333333333,-0.0811111111111,0.024444444444400002,1.55,-0.59,0.58,465.80000019073486,4.650000095367432
127,1517156854.79,100.0,0.17254901960784313,0.23529411764705882,119.125,-15.375,-3.0,0,3,0,0,-56.0,-12.875,-19.0625,-0.0277777777778,0.013333333333299998,0.00666666666667,0.22,-0.81,-0.93,470.460000038147,4.659999847412109
128,1517156859.44,100.0,0.8352941176470589,0.24705882352941178,116.375,-15.3125,-2.5625,0,3,0,0,-54.875,-12.75,-17.875,0.0555555555556,0.044444444444399996,0.012222222222200001,-1.18,-0.02,-0.29,475.1100001335144,4.650000095367432
129,1517156864.07,103.0,0.8470588235294118,0.3215686274509804,113.25,-15.625,-2.6875,0,3,0,0,-53.0625,-11.75,-19.0625,0.0144444444444,0.005555555555560001,-0.00666666666667,-0.94,0.35,0.59,479.74000000953674,4.629999876022339
130,1517156868.75,107.0,0.8196078431372549,0.23529411764705882,112.3125,-14.3125,-2.25,0,3,0,0,-70.0625,-14.0625,-18.75,0.004444444444439999,0.0033333333333300003,0.026666666666700003,0.68,0.25,0.8,484.42000007629395,4.680000066757202
131,1517156873.41,107.0,0.4745098039215686,0.2,106.25,-13.75,-3.125,2,3,0,0,-75.25,-13.6875,-17.0625,0.06666666666669999,-0.0555555555556,0.0011111111111099998,0.77,-0.45,-1.05,489.08000016212463,4.6600000858306885
132,1517156878.07,107.0,0.6666666666666666,0.22745098039215686,105.3125,-13.25,-4.3125,3,3,0,0,-72.5,-15.5,-18.5,0.0277777777778,-0.01,0.04,1.01,-0.14,-0.5,493.74000000953674,4.659999847412109
133,1517156882.73,109.0,0.6627450980392157,0.24705882352941178,98.625,-11.75,-1.5625,3,3,0,0,-71.0625,-11.75,-17.0625,0.0211111111111,-0.00666666666667,0.0288888888889,0.06,-0.05,0.64,498.40000009536743,4.6600000858306885
134,1517156887.39,107.0,0.47843137254901963,0.1803921568627451,93.125,-11.25,-0.5,2,3,0,0,-57.875,-5.5625,-38.25,0.0155555555556,0.07111111111110001,0.011111111111099999,-0.91,0.38,0.42,503.0600001811981,4.6600000858306885
135,1517156892.03,106.0,0.7764705882352941,0.2901960784313726,88.625,-12.8125,-3.5625,2,3,0,0,-65.6875,-5.25,-24.5625,0.0166666666667,0.036666666666699994,0.0188888888889,-0.9,0.35,0.52,507.7000000476837,4.639999866485596
136,1517156896.68,110.0,0.23137254901960785,0.1607843137254902,86.0,-12.875,-3.0,2,3,0,0,-65.75,-3.25,-25.375,0.013333333333299998,-0.0022222222222199996,0.025555555555599997,0.12,0.75,0.12,512.3500001430511,4.650000095367432
137,1517156901.36,104.0,0.10980392156862745,0.15294117647058825,81.4375,-13.3125,-2.0625,1,3,0,0,-62.1875,-2.0625,-24.375,-0.044444444444399996,0.022222222222199998,0.0,-0.41,0.71,0.5,517.0299999713898,4.679999828338623
138,1517156905.99,94.0,0.4588235294117647,0.1803921568627451,77.5,-12.75,-2.375,0,3,0,0,-59.25,-4.0,-19.5,0.0355555555556,-0.025555555555599997,0.004444444444439999,-0.4,0.24,-0.34,521.6600000858307,4.630000114440918
139,1517156910.66,88.0,0.11372549019607843,0.20784313725490197,74.625,-12.5625,-2.1875,1,3,0,0,-45.1875,19.25,-12.5625,-0.0388888888889,0.04,-0.004444444444439999,-0.68,-0.8,-0.83,526.3300001621246,4.670000076293945
140,1517156915.32,83.0,0.32941176470588235,0.17647058823529413,73.9375,-13.25,-4.0625,2,3,0,0,-49.75,19.0,-15.6875,0.0166666666667,-0.0277777777778,-0.0011111111111099998,-0.09,-0.15,0.58,530.9900000095367,4.659999847412109
141,1517156919.97,82.0,0.6274509803921569,0.24313725490196078,74.0625,-13.1875,-3.375,2,3,0,0,-46.5,21.5625,-15.5625,-0.0311111111111,0.0155555555556,0.032222222222199996,0.68,0.17,0.16,535.6400001049042,4.650000095367432
142,1517156924.65,86.0,0.6196078431372549,0.2235294117647059,68.5,-12.9375,-1.4375,2,3,0,0,-41.0625,23.0,-15.375,0.022222222222199998,-0.036666666666699994,0.004444444444439999,-0.06,-0.17,0.35,540.3200001716614,4.680000066757202
143,1517156929.28,86.0,0.8196078431372549,0.3411764705882353,67.3125,-13.0625,0.25,2,3,0,0,-84.1875,-21.6875,8.0,0.026666666666700003,-0.0611111111111,0.0022222222222199996,0.7,-0.22,0.46,544.9500000476837,4.629999876022339
144,1517156933.94,92.0,0.7843137254901961,0.3215686274509804,67.3125,-12.875,-0.4375,0,3,0,0,-95.375,1.1875,-39.0625,0.06,-0.0511111111111,-0.024444444444400002,-1.19,0.27,-1.21,549.6100001335144,4.6600000858306885
145,1517156938.59,98.0,0.6078431372549019,0.2235294117647059,71.125,-11.9375,-1.75,0,3,0,0,-47.6875,-27.5,-24.6875,-0.008888888888889999,0.036666666666699994,-0.0022222222222199996,-0.62,-0.68,0.25,554.2599999904633,4.6499998569488525
146,1517156943.25,105.0,0.8352941176470589,0.2549019607843137,70.4375,-15.4375,-2.8125,0,3,0,0,-61.5625,4.1875,-20.6875,0.0377777777778,-0.025555555555599997,0.0344444444444,1.14,-0.2,-1.55,558.920000076294,4.6600000858306885
147,1517156947.91,105.0,0.10980392156862745,0.15294117647058825,63.6875,-14.4375,-0.9375,0,3,0,0,-60.5625,3.75,-20.375,0.0622222222222,-0.036666666666699994,0.0277777777778,0.28,0.56,-1.71,563.5800001621246,4.6600000858306885
148,1517156952.54,95.0,0.28627450980392155,0.26666666666666666,62.375,-14.5,-1.625,0,3,0,0,-58.875,4.875,-20.0,0.013333333333299998,0.04,0.0333333333333,0.61,-1.1,3.11,568.210000038147,4.629999876022339
